-180.675831	-47.781278
112.737881	-43.265744
306.019125	-58.690363
271.020870	47.875885
-73.590899	336.344254
-110.743132	325.657126
265.887888	31.126280
-188.109088	-100.597954
-216.165605	-86.740296
265.936299	-28.526763
119.758581	60.859070
-43.116678	-42.853881
-247.428613	212.080440
143.699847	-361.741470
40.624868	-115.419175
-226.272064	157.257672
-125.343248	312.943633
137.848173	272.649543
-13.112824	-41.893780
-131.578103	-65.553752
-27.743832	48.026181
123.250735	-377.009121
125.332096	-137.288061
56.144867	-141.554071
56.292510	-195.873603
28.722694	-149.484234
-72.738701	-4.378481
-37.225707	-83.348836
-59.454749	8.138302
-74.685092	-90.813846
-42.351569	28.400652
-92.291309	-48.655202
13.695148	-183.578074
132.745166	50.630351
-271.349634	201.598586
-80.377430	352.762662
-188.397595	-64.699565
145.641189	-144.627289
306.252556	-40.783640
125.069687	-355.277555
-207.695031	164.617366
326.285158	-26.709965
-145.586814	296.148005
80.998860	-120.154314
-237.328530	138.044138
-120.950116	-52.151934
84.742257	-166.817097
54.316694	-158.445282
-231.998656	225.157422
123.287704	264.397057
